customer_key,customer_id,customer_name,segment,city,state,country,postal_code
682,JO-15280,Jas O'Carroll,Consumer,Los Angeles,California,United States,90049.0
683,LP-17095,Liz Preis,Consumer,Petapa,Guatemala,United States,60505.0
684,EJ-14155,Eva Jacobs,Consumer,Auckland,Auckland,United States,2038.0
685,VW-21775,Victoria Wilson,Corporate,Canberra,California,United States,44256.0
686,GM-14455,Gary Mitchum,Home Office,Shantou,Guangdong,United States,3301.0
687,BF-1080,Bart Folk,Consumer,Edmonton,Alberta,Canada,
688,SM-20905,Susan MacKendrick,Consumer,Newark,Ohio,France,43055.0
689,BO-1425,Bobby Odegard,Consumer,Zielona Gora,Lubusz,Poland,
690,AW-10930,Arthur Wiediger,Home Office,Houston,Texas,United States,77070.0
691,JP-15460,Jennifer Patt,Corporate,Bandung,Jawa Barat,United States,75220.0
692,AS-10240,Alan Shonely,Consumer,Montpellier,Languedoc-Roussillon,France,33614.0
693,TB-11625,Trudy Brown,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,
694,JP-5520,Jeremy Pistek,Consumer,Budapest,Budapest,Hungary,
695,BD-11770,Bryan Davis,Consumer,Gómez Palacio,Durango,United States,98026.0
696,BD-11635,Brian Derr,Consumer,Hamburg,Hamburg,Germany,10009.0
697,CC-2370,Christopher Conant,Consumer,Chelyabinsk,Chelyabinsk,Russia,
698,PO-8850,Patrick O'Brill,Consumer,Pretoria,Gauteng,South Africa,
699,TZ-21445,Tom Zandusky,Corporate,Santo Domingo,Santo Domingo,Australia,
700,RB-19435,Richard Bierner,Consumer,Tegucigalpa,California,United States,92105.0
701,JE-15475,Jeremy Ellison,Consumer,Houston,Texas,United States,77095.0
702,AI-10855,Arianne Irving,Consumer,Los Angeles,California,United States,90036.0
703,MH-17440,Mark Haberlin,Corporate,Berlin,Berlin,Germany,39212.0
704,JE-6165,Justin Ellison,Corporate,Misratah,Misratah,Libya,
705,DS-13180,David Smith,Corporate,Managua,Managua,United States,19140.0
706,AC-10660,Anna Chung,Consumer,Carrefour,Ouest,Haiti,44134.0
707,MH-17455,Mark Hamilton,Consumer,Levallois-Perret,Ile-de-France,United States,10011.0
708,CC-12430,Chuck Clark,Home Office,Bendigo,California,United States,3301.0
709,NG-18355,Nat Gilpin,Corporate,Handan,Hebei,United States,10011.0
710,RC-19825,Roy Collins,Consumer,Mexicali,Baja California,Mexico,91104.0
711,JD-16015,Joy Daniels,Consumer,Santo Domingo,Santo Domingo,United States,43615.0
712,JH-5910,Jonathan Howell,Consumer,Prague,Prague,Czech Republic,
713,SC-10695,Steve Chapman,Corporate,Benin City,Eastern Cape,South Africa,
714,RD-9930,Russell D'Ascenzo,Consumer,Mashhad,Razavi Khorasan,Iran,
715,LC-6930,Linda Cazamias,Corporate,Alexandria,Al Iskandariyah,Egypt,
716,DW-13195,David Wiener,Corporate,Gold Coast,Queensland,Australia,77095.0
717,RD-19900,Ruben Dartt,Consumer,San Diego,California,United States,92037.0
718,MV-18190,Mike Vittorini,Consumer,Los Angeles,California,United States,90045.0
719,RD-19480,Rick Duston,Consumer,San Francisco,California,United States,94122.0
720,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0
721,LS-17230,Lycoris Saunders,Consumer,Krefeld,New South Wales,Australia,75051.0
722,GD-14590,Giulietta Dortch,Corporate,Sydney,Distrito Federal,Australia,19143.0
723,EB-13750,Edward Becker,Corporate,New York City,New York,United States,10011.0
724,KH-6360,Katherine Hughes,Consumer,Brest,Brest,Belarus,
725,BF-11275,Beth Fritzler,Corporate,Santiago de Cuba,Santiago de Cuba,Cuba,85705.0
726,NG-18430,Nathan Gelder,Consumer,Tlalnepantla,England,United States,78745.0
727,Co-12640,Corey-Lock,Consumer,Bangalore,Karnataka,India,60076.0
728,SF-20965,Sylvia Foulston,Corporate,Gloucester,Texas,United States,48126.0
729,KB-16405,Katrina Bavinger,Home Office,Manila,National Capital,United States,10035.0
730,LC-16870,Lena Cacioppo,Consumer,Thornton,Colorado,United States,80229.0
731,JL-15505,Jeremy Lonsdale,Consumer,Westminster,California,United States,92683.0
732,BD-11725,Bruce Degenhardt,Consumer,Choluteca,New South Wales,United States,70506.0
733,TM-21010,Tamara Manning,Consumer,Auburn,New York,United States,13021.0
734,AB-150,Aimee Bixby,Consumer,Shiraz,Fars,Iran,
735,BW-11065,Barry Weirich,Consumer,Catania,Sicily,Australia,10035.0
736,FM-14380,Fred McMath,Consumer,Aurora,Colorado,United States,80013.0
737,PC-8745,Pamela Coakley,Corporate,Sofia,Sofiya-Grad,Bulgaria,
738,BN-1470,Brad Norvell,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,
739,AH-10120,Adrian Hane,Home Office,Salem,England,United States,97301.0
740,LF-17185,Luke Foster,Consumer,Dublin,Andhra Pradesh,United States,78207.0
741,DJ-13630,Doug Jacobs,Consumer,New York City,New York,United States,10009.0
742,SJ-20125,Sanjit Jacobs,Home Office,Franklin,Texas,United States,37064.0
743,ML-18265,Muhammed Lee,Consumer,Leipzig,Saxony,Germany,98103.0
744,SF-10965,Sylvia Foulston,Corporate,Kermanshah,Kermanshah,Iran,
745,PO-8865,Patrick O'Donnell,Consumer,Guelma,Guelma,Algeria,
746,MH-17290,Marc Harrigan,Home Office,Los Angeles,California,United States,19140.0
747,NR-18550,Nick Radford,Consumer,Pembroke Pines,Florida,United States,33024.0
748,MK-17905,Michael Kennedy,Corporate,Jacksonville,Florida,United States,32216.0
749,DB-13660,Duane Benoit,Consumer,Chittagong,California,United States,90036.0
750,PH-18790,Patricia Hirasaki,Home Office,Santo Domingo,Santo Domingo,Australia,33801.0
751,AB-10165,Alan Barnes,Consumer,Los Angeles,Ile-de-France,United States,43615.0
752,CA-12055,Cathy Armstrong,Home Office,León,Guanajuato,Mexico,77036.0
753,JF-5295,Jason Fortune-,Consumer,Ibadan,Kermanshah,Nigeria,
754,KT-16465,Kean Takahito,Consumer,Carrefour,Ouest,United States,60623.0
755,RB-9705,Roger Barcio,Home Office,Riyadh,Ar Riyad,Saudi Arabia,
756,BD-1725,Bruce Degenhardt,Consumer,Ramat Aviv,Tel Aviv,Israel,
757,EB-13705,Ed Braxton,Corporate,Cuscatancingo,California,United States,44312.0
758,MG-17875,Michael Grace,Home Office,Zapopan,England,Australia,22204.0
759,MG-17650,Matthew Grinstein,Home Office,Lunel,Languedoc-Roussillon,United States,49201.0
760,AG-10270,Alejandro Grove,Consumer,Omaha,Nebraska,United States,68104.0
761,NP-8685,Nora Pelletier,Home Office,Pretoria,Gauteng,South Africa,
762,AS-630,Ann Steele,Home Office,Onitsha,Anambra,Nigeria,
763,SC-20680,Steve Carroll,Home Office,Ho Chi Minh City,Ho Chí Minh City,United States,49423.0
764,MC-17590,Matt Collister,Corporate,Arlington,Texas,United States,76017.0
765,TP-11415,Tom Prescott,Consumer,Toronto,Ontario,Canada,
766,HH-15010,Hilary Holden,Corporate,San Francisco,England,United Kingdom,94110.0
767,BT-11485,Brad Thomas,Home Office,Beauvais,Picardy,France,20735.0
768,EB-13870,Emily Burns,Consumer,Pematangsiantar,Sumatera Utara,United States,85023.0
769,JP-15520,Jeremy Pistek,Consumer,Miramas,Provence-Alpes-Côte d'Azur,United States,94110.0
770,CM-2115,Chad McGuire,Consumer,Cairo,Al Qahirah,Egypt,
771,EA-14035,Erin Ashbrook,Corporate,Monterrey,Nuevo León,United States,43229.0
772,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,United States,30318.0
773,BS-1800,Bryan Spruell,Home Office,Botosani,Botosani,South Africa,
774,AA-10375,Allen Armold,Consumer,Kabul,Apulia,United States,10035.0
775,BN-11515,Bradley Nguyen,Consumer,Bournemouth,England,United States,10011.0
776,EG-3900,Emily Grady,Consumer,Chelyabinsk,Chelyabinsk,Nigeria,
777,RE-19405,Ricardo Emerson,Consumer,San Salvador,England,Australia,44240.0
778,ND-18460,Neil Ducich,Corporate,Campeche,Western Australia,Australia,23320.0
779,TT-21460,Tonja Turnell,Home Office,Genk,Limburg,United States,47374.0
780,ML-18040,Michelle Lonsdale,Corporate,Kota Kinabalu,Sabah,France,87105.0
781,JL-5505,Jeremy Lonsdale,Consumer,Baghdad,Baghdad,Iraq,
782,SP-20545,Sibella Parks,Corporate,Chicago,New York,United States,60623.0
783,SF-10065,Sandra Flanagan,Consumer,Brasov,Brasov,Romania,
784,AS-10045,Aaron Smayling,Corporate,Leeds,England,United States,28540.0
785,TT-11220,Thomas Thornton,Consumer,Baghdad,Baghdad,Nigeria,
786,AH-10195,Alan Haines,Corporate,Atlixco,Puebla,Italy,33319.0
787,KH-6630,Ken Heidel,Corporate,Alanya,Antalya,Turkey,
788,AA-10645,Anna Andreadi,Consumer,Jakarta,Jakarta,United States,40324.0
789,JL-15130,Jack Lebron,Consumer,Açu,Paraíba,France,38301.0
790,KM-6375,Katherine Murray,Home Office,Chililabombwe,Copperbelt,Zambia,
791,LS-16975,Lindsay Shagiari,Home Office,Dallas,Texas,United States,75081.0
792,KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,United States,60610.0
793,EH-14185,Evan Henry,Consumer,Perth,Champagne-Ardenne,United States,19120.0
794,KW-6570,Kelly Williams,Consumer,Brasov,Brasov,Turkey,
795,DB-3060,Dave Brooks,Consumer,Pretoria,Gauteng,South Africa,
796,FA-14230,Frank Atkinson,Corporate,Apeldoorn,Gelderland,United States,27604.0
797,JF-15565,Jill Fjeld,Consumer,Fayetteville,England,United States,28314.0
798,LO-7170,Lori Olson,Corporate,Adana,Adana,Turkey,
799,KB-6315,Karl Braun,Consumer,Istanbul,Istanbul,Democratic Republic of the Congo,
800,BS-11755,Bruce Stewart,Consumer,Cuenca,Azuay,United States,48227.0
801,RB-19465,Rick Bensley,Home Office,Devonport,Tasmania,United States,74133.0
802,HF-14995,Herbert Flentye,Consumer,Birmingham,California,United States,94109.0
803,MP-17965,Michael Paige,Corporate,Mcallen,Provence-Alpes-Côte d'Azur,United States,78501.0
804,JJ-15445,Jennifer Jackson,Consumer,Kolhapur,Maharashtra,United States,10035.0
805,LC-17140,Logan Currie,Consumer,Buenos Aires,Buenos Aires,United States,19140.0
806,TT-11070,Ted Trevino,Consumer,Kumasi,Ashanti,Ghana,
807,BF-11020,Barry Französisch,Corporate,Arlington,Texas,United States,76017.0
808,ES-14080,Erin Smith,Corporate,São Paulo,Arizona,United States,85281.0
809,FC-14335,Fred Chung,Corporate,Cirebon,California,United States,60610.0
810,TS-21160,Theresa Swint,Corporate,Toledo,National Capital,United States,43615.0
811,RE-9450,Richard Eichhorn,Consumer,Sakaka,Al Jawf,Saudi Arabia,
812,JC-15340,Jasper Cacioppo,Consumer,Lahore,England,Pakistan,10024.0
813,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,10035.0
814,RF-19840,Roy Französisch,Consumer,Mechelen,Antwerp,United States,22153.0
815,PG-18820,Patrick Gardner,Consumer,New York City,California,United States,93309.0
816,DO-13645,Doug O'Connell,Consumer,Lowestoft,England,United Kingdom,7501.0
817,SC-10305,Sean Christensen,Consumer,Kano,Kano,Nigeria,
818,TN-21040,Tanja Norvell,Home Office,Phoenix,Arizona,United States,85023.0
819,DR-12880,Dan Reichenbach,Corporate,Inglewood,California,United States,90301.0
820,EB-3975,Erica Bern,Corporate,Harare,Harare,Austria,
821,NS-8505,Neola Schneider,Consumer,Kano,Kano,Nigeria,
822,SF-20065,Sandra Flanagan,Consumer,Berlin,Berlin,United States,2149.0
823,RA-19285,Ralph Arnett,Consumer,Manzanillo,California,United States,33801.0
824,LT-17110,Liz Thompson,Consumer,Tilburg,North Brabant,United States,92105.0
825,BF-11170,Ben Ferrer,Home Office,Ningbo,California,United States,90045.0
826,AR-825,Anthony Rawles,Corporate,Fes,Fès-Boulemane,Iran,
827,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,United States,22304.0
828,GW-4605,Giulietta Weimer,Consumer,Zaria,Kaduna,Nigeria,
829,DB-13120,David Bremer,Corporate,Berlin,California,United States,14609.0
830,JC-5775,John Castell,Consumer,Abidjan,Lagunes,Cote d'Ivoire,
831,ND-8460,Neil Ducich,Corporate,Bamako,Bamako,Mali,
832,TC-11295,Toby Carlisle,Consumer,Dakar,Dakar,Canada,
833,DM-2955,Dario Medina,Corporate,Bukavu,South Kivu,Democratic Republic of the Congo,
834,PJ-9015,Pauline Johnson,Consumer,Bagcilar,Istanbul,Turkey,
835,JH-5820,John Huston,Consumer,Jeddah,Eastern Cape,Saudi Arabia,
836,ME-18010,Michelle Ellison,Corporate,Dreux,Centre,France,94122.0
837,AH-10690,Anna Häberlin,Corporate,Madrid,Florida,United States,33317.0
838,RD-19660,Robert Dilbeck,Home Office,Hamburg,Hamburg,Germany,19134.0
839,CD-1980,Carol Darley,Consumer,Lagos,Lagos,Nigeria,
840,CL-2565,Clay Ludtke,Consumer,Saida,Saida,Algeria,
841,MO-7800,Meg O'Connel,Home Office,Dar es Salaam,Dar Es Salaam,Tanzania,
842,CR-2580,Clay Rozendal,Home Office,Alexandria,Al Iskandariyah,Egypt,
843,TC-10980,Tamara Chand,Corporate,Aba,Abia,Nigeria,
844,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,
845,CS-12250,Chris Selesnick,Corporate,San Diego,California,United States,71111.0
846,CH-12070,Cathy Hwang,Home Office,Mantes-la-Jolie,Ile-de-France,France,19143.0
847,JF-15355,Jay Fein,Consumer,San Diego,California,United States,92105.0
848,AS-135,Adrian Shami,Home Office,Ashdod,Southern,Israel,
849,SP-20620,Stefania Perrino,Corporate,Chittagong,Chittagong,United States,19134.0
850,EC-14050,Erin Creighton,Consumer,Mar del Plata,Provincia de Buenos Aires,Argentina,31907.0
851,IG-5085,Ivan Gibson,Consumer,Luanda,Luanda,Angola,
852,TB-21355,Todd Boyes,Corporate,Choluteca,Choluteca,United States,30328.0
853,MH-17620,Matt Hagelstein,Corporate,Bezerros,México,Mexico,94110.0
854,GT-14755,Guy Thornton,Consumer,Northampton,Baja California,India,78550.0
855,DF-13135,David Flashing,Consumer,Valencia,Valenciana,Indonesia,61107.0
856,AS-240,Alan Shonely,Consumer,Jeddah,Makkah,Saudi Arabia,
857,PG-8820,Patrick Gardner,Consumer,Astrakhan',Astrakhan',Bosnia and Herzegovina,
858,JS-6030,Joy Smith,Consumer,Yaounde,Centre,Cameroon,
859,SS-20590,Sonia Sunley,Consumer,Depok,Yogyakarta,Indonesia,94122.0
860,CS-2490,Cindy Schnelling,Corporate,Ad Diwaniyah,Al Qadisiyah,Iraq,
861,CM-2715,Craig Molinari,Corporate,Galati,Cross River,Nigeria,
862,BM-1140,Becky Martin,Consumer,Kharkiv,Kharkiv,Ukraine,
863,RD-19720,Roger Demir,Consumer,Bry-sur-Marne,California,United States,95037.0
864,LD-17005,Lisa DeCherney,Consumer,Kukatpalli,Telangana,India,10011.0
865,EB-3705,Ed Braxton,Corporate,Benghazi,Banghazi,Libya,
866,RH-19555,Ritsa Hightower,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,28205.0
867,JP-6135,Julie Prescott,Home Office,Tabuk,Tabuk,Saudi Arabia,
868,PB-9210,Phillip Breyer,Corporate,Taizz,Ta'izz,Yemen,
869,LC-16960,Lindsay Castell,Home Office,Brindisi,Apulia,United States,33614.0
870,JC-15385,Jenna Caffey,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,98031.0
871,IL-15100,Ivan Liston,Consumer,Columbus,Jalisco,United States,19805.0
872,SW-10245,Scot Wooten,Consumer,Wadi as Sir,'Amman,Jordan,
873,CP-2340,Christine Phan,Corporate,Oran,Oran,Algeria,
874,NS-18640,Noel Staavos,Corporate,Columbus,Managua,United States,43229.0
875,TR-21325,Toby Ritter,Consumer,Kanpur,Uttar Pradesh,India,7109.0
876,NF-8385,Natalie Fritzler,Consumer,Warri,Delta,Nigeria,
877,TZ-21580,Tracy Zic,Consumer,Belo Horizonte,Minas Gerais,Germany,80027.0
878,TB-11055,Ted Butterfield,Consumer,Basra,Al Basrah,Iraq,
879,AJ-10795,Anthony Johnson,Corporate,Barcelona,California,United States,94110.0
880,GH-14485,Gene Hale,Corporate,Visakhapatnam,Andhra Pradesh,France,75080.0
881,AG-10300,Aleksandra Gannaway,Corporate,Auckland,Auckland,France,90049.0
882,EH-3945,Eric Hoffmann,Consumer,Cape Town,Western Cape,South Africa,
883,JD-6150,Justin Deggeller,Corporate,Riyadh,Ar Riyad,Saudi Arabia,
884,KH-16360,Katherine Hughes,Consumer,San Salvador,New South Wales,Australia,40214.0
885,JB-6045,Julia Barnett,Home Office,Cairo,Al Qahirah,Egypt,
886,AH-585,Angele Hood,Consumer,Istanbul,Istanbul,Turkey,
887,MS-7530,MaryBeth Skach,Consumer,Astana,Astana,Kazakhstan,
888,HA-14905,Helen Abelman,Consumer,Qingdao,Shandong,United States,45503.0
889,JG-15310,Jason Gross,Corporate,Bihar Sharif,Bihar,United States,43055.0
890,CD-1920,Carlos Daly,Consumer,Mabopane,Bashkortostan,Russia,
891,TC-21535,Tracy Collins,Home Office,Alice Springs,California,United States,10024.0
892,PB-9105,Peter Bühler,Consumer,Lida,Hrodna,Belarus,
893,AR-10405,Allen Rosenblatt,Corporate,Berlin,Berlin,Mexico,10035.0
894,NK-18490,Neil Knudson,Home Office,Curitiba,Parana,Brazil,94110.0
895,MG-7695,Maureen Gnade,Consumer,Mecca,Makkah,Turkey,
896,AJ-10945,Ashley Jarboe,Consumer,Sydney,Michigan,United States,48227.0
897,RS-19420,Ricardo Sperren,Corporate,Stockholm,Stockholm,United States,6450.0
898,SC-20770,Stewart Carmichael,Corporate,Philadelphia,Pennsylvania,United States,19134.0
899,LM-17065,Liz MacKendrick,Consumer,Munich,Bavaria,United States,38671.0
900,DP-13000,Darren Powers,Consumer,Toulouse,Midi-Pyrénées,United States,47150.0
901,RD-9660,Robert Dilbeck,Home Office,Ankara,Ankara,Turkey,
902,LB-16735,Larry Blacks,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,32303.0
903,MZ-17515,Mary Zewe,Corporate,Bordeaux,Aquitaine,United States,76017.0
904,ER-3855,Elpida Rittenbach,Corporate,Budapest,Budapest,Hungary,
905,MS-17710,Maurice Satty,Consumer,Barranquilla,Atlántico,United States,76106.0
906,LC-6960,Lindsay Castell,Home Office,Fes,Fès-Boulemane,Morocco,
907,GZ-14545,George Zrebassa,Corporate,Córdoba,Veracruz,Mexico,90036.0
908,JK-5625,Jim Karlsson,Consumer,London,Ontario,Canada,
909,JJ-15760,Joel Jenkins,Home Office,Montreuil,Queensland,France,22153.0
910,CA-2265,Christina Anderson,Consumer,Baghdad,Baghdad,Bulgaria,
911,CC-2220,Chris Cortes,Consumer,Riyadh,Ar Riyad,Canada,
912,KL-6555,Kelly Lampkin,Corporate,Hurghada,Al Bahr Al Ahmar,Egypt,
913,CS-2175,Charles Sheldon,Corporate,Shinyanga,Shinyanga,Tanzania,
914,KL-16555,Kelly Lampkin,Corporate,Córdoba,Córdoba,United States,80906.0
915,RD-9810,Ross DeVincentis,Home Office,Batman,Batman,Turkey,
916,AJ-945,Ashley Jarboe,Consumer,Saint-Louis,Saint-Louis,Senegal,
917,CC-2685,Craig Carroll,Consumer,Casablanca,Grand Casablanca,Morocco,
918,LO-17170,Lori Olson,Corporate,Zapopan,Jalisco,United States,61604.0
919,DE-13255,Deanra Eno,Home Office,Villa Nueva,Guatemala,United States,45503.0
920,RF-9345,Randy Ferguson,Corporate,Riyadh,Ar Riyad,Saudi Arabia,
921,SC-20020,Sam Craven,Consumer,Plano,Texas,United States,75023.0
922,DW-13585,Dorothy Wardle,Corporate,Manzanillo,Granma,Cuba,43229.0
923,EM-4065,Erin Mull,Consumer,Fasa,Istanbul,Turkey,
924,TD-20995,Tamara Dahlen,Consumer,Bolingbrook,Illinois,United States,60440.0
925,BD-11320,Bill Donatelli,Consumer,Los Angeles,California,United States,90004.0
926,CW-11905,Carl Weiss,Home Office,London,England,United Kingdom,77340.0
927,CK-2325,Christine Kargatis,Home Office,Basra,Al Basrah,Iraq,
928,BP-11095,Bart Pistole,Corporate,Los Angeles,California,United States,90008.0
929,DV-3465,Dianna Vittorini,Consumer,Karbala',Karbala',Iraq,
930,MY-7380,Maribeth Yedwab,Corporate,Johannesburg,Gauteng,South Africa,
931,PB-9150,Philip Brown,Consumer,Lagos,Lagos,Iraq,
932,AG-10390,Allen Goldenen,Consumer,Fort-de-France,Martinique,United States,45231.0
933,KW-16570,Kelly Williams,Consumer,Dos Quebradas,Risaralda,Australia,63122.0
934,JF-5190,Jamie Frazer,Consumer,Beykoz,Istanbul,Turkey,
935,GB-14575,Giulietta Baptist,Consumer,Columbia,South Carolina,United States,29203.0
936,MR-7545,Mathew Reese,Home Office,Mbandaka,Equateur,Democratic Republic of the Congo,
937,MO-17950,Michael Oakman,Consumer,Berlin,Berlin,Germany,75220.0
938,TA-11385,Tom Ashbrook,Home Office,Bishkek,Bishkek,Kyrgyzstan,
939,JM-5655,Jim Mitchum,Corporate,Benghazi,Banghazi,Libya,
940,JS-5880,John Stevenson,Consumer,Baghdad,Baghdad,Nigeria,
941,HP-14815,Harold Pawlan,Home Office,Tupã,São Paulo,United States,10024.0
942,CS-12400,Christopher Schild,Home Office,Cormeilles-en-Parisis,Florida,United States,33614.0
943,DE-3255,Deanra Eno,Home Office,Shiraz,Fars,Iran,
944,JD-6015,Joy Daniels,Consumer,Lodz,Lodz,Nigeria,
945,CR-2730,Craig Reiter,Consumer,Lagos,Lagos,Nigeria,
946,RC-9960,Ryan Crowe,Consumer,Lagos,Lagos,Nigeria,
947,AO-10810,Anthony O'Donnell,Corporate,Cagliari,Sardinia,Australia,90045.0
948,TB-11250,Tim Brockman,Consumer,Sivas,Sivas,Turkey,
949,RA-9285,Ralph Arnett,Consumer,Corum,Corum,Turkey,
950,MG-8205,Mitch Gastineau,Corporate,Cape Town,Western Cape,South Africa,
951,MY-8295,Muhammed Yedwab,Corporate,Adana,Adana,Turkey,
952,SR-20425,Sharelle Roach,Home Office,London,England,South Korea,80027.0
953,BT-1530,Bradley Talbott,Home Office,North York,Ontario,Canada,
954,LS-7245,Lynn Smith,Consumer,Kano,Kano,Nigeria,
955,AB-10255,Alejandro Ballentine,Home Office,Gold Coast,Queensland,United States,88220.0
956,TH-21115,Thea Hudgings,Corporate,Jalalabad,Nangarhar,Australia,19140.0
957,LC-6885,Lena Creighton,Consumer,Alexandria,Al Iskandariyah,Egypt,
958,AC-660,Anna Chung,Consumer,Cairo,Al Qahirah,Egypt,
959,EM-14095,Eudokia Martin,Corporate,Canberra,Australian Capital Territory,United States,90036.0
960,BO-11350,Bill Overfelt,Corporate,Philadelphia,Pennsylvania,United States,19134.0
961,DM-3015,Darrin Martin,Consumer,Borujerd,Al Qahirah,Iran,
962,DD-13570,Dorothy Dickinson,Consumer,Turin,Piedmont,Italy,90049.0
963,KN-16705,Kristina Nunn,Home Office,Santo Domingo,New York,United States,98105.0
964,HM-14980,Henry MacAllister,Consumer,Shanghai,Shanghai,China,90008.0
965,FM-4215,Filia McAdams,Corporate,Casablanca,Grand Casablanca,Morocco,
966,JO-15145,Jack O'Briant,Corporate,Latina,California,United States,40475.0
967,TC-11535,Tracy Collins,Home Office,Lagos,Lagos,Nigeria,
968,JK-15205,Jamie Kunitz,Consumer,San Francisco,California,United States,94122.0
969,DA-3450,Dianna Arnett,Home Office,Cairo,Al Qahirah,Democratic Republic of the Congo,
970,DB-12910,Daniel Byrd,Home Office,Santo Domingo,Santo Domingo,United States,92630.0
971,EH-4005,Erica Hernandez,Home Office,Beira,Greater Poland,Mozambique,
972,DN-13690,Duane Noonan,Consumer,Villahermosa,California,United States,21044.0
973,AS-10135,Adrian Shami,Home Office,Islamabad,F.C.T.,China,10035.0
974,MC-18130,Mike Caudle,Corporate,Los Angeles,California,United States,90004.0
975,MM-18280,Muhammed MacIntyre,Corporate,New York City,New York,United States,76117.0
976,RL-9615,Rob Lucas,Consumer,Riyadh,Ar Riyad,Saudi Arabia,
977,MA-7560,Matt Abelman,Home Office,Baghdad,Baghdad,Iraq,
978,HG-4845,Harry Greene,Consumer,Beira,Al Qahirah,Angola,
979,PB-8805,Patrick Bzostek,Home Office,Lublin,Lublin,Poland,
980,RW-19630,Rob Williams,Corporate,Delhi,Delhi,United States,60610.0
981,BT-11440,Bobby Trafton,Consumer,New York City,England,United States,10035.0
982,JC-5385,Jenna Caffey,Consumer,Panevezys,Panevezys,Lithuania,
983,HR-4770,Hallie Redmond,Home Office,Kinshasa,Kinshasa,Democratic Republic of the Congo,
984,DB-3615,Doug Bickford,Consumer,Lagos,Lagos,Nigeria,
985,JK-6120,Julie Kriz,Home Office,Cairo,Al Qahirah,Canada,
986,SW-20455,Shaun Weien,Consumer,Marseille,California,United States,92024.0
987,GH-4425,Gary Hwang,Consumer,Beni Suef,Rabat-Salé-Zemmour-Zaer,Morocco,
988,GB-4575,Giulietta Baptist,Consumer,Johannesburg,Gauteng,South Africa,
989,PA-19060,Pete Armstrong,Home Office,Santo Domingo,Santo Domingo,Dominican Republic,47374.0
990,CA-2775,Cynthia Arntzen,Consumer,Istanbul,Istanbul,Turkey,
991,CV-12295,Christina VanderZanden,Consumer,Santo Domingo,Santo Domingo,United States,93727.0
992,PO-9180,Philisse Overcash,Home Office,Chisinau,Chisinau,Moldova,
993,NC-18535,Nick Crebassa,Corporate,San Francisco,California,United States,94122.0
994,GZ-4470,Gary Zandusky,Consumer,Lubumbashi,Katanga,Democratic Republic of the Congo,
995,AM-360,Alice McCarthy,Corporate,Johannesburg,Gauteng,South Africa,
996,AA-480,Andrew Allen,Consumer,Kuito,Bie,Angola,
997,TB-21595,Troy Blackwell,Consumer,Patna,Bihar,United States,45503.0
998,KH-16630,Ken Heidel,Corporate,Tepic,Nayarit,United States,20735.0
999,TS-21655,Trudy Schmidt,Consumer,El Paso,Texas,United States,72701.0
1000,CD-11980,Carol Darley,Consumer,Managua,Managua,Australia,75701.0
1001,DB-13360,Dennis Bolton,Home Office,Taboão da Serra,São Paulo,Brazil,6708.0
1002,SK-9990,Sally Knutson,Consumer,Algiers,Alger,Algeria,
1003,PT-19090,Pete Takahito,Consumer,Jacksonville,Florida,United States,32216.0
1004,EH-13990,Erica Hackney,Consumer,Pune,Maharashtra,United States,6450.0
1005,ME-17725,Max Engle,Consumer,Raipur,Rajasthan,United States,75220.0
1006,ZD-21925,Zuschuss Donatelli,Consumer,Dhaka,Dhaka,United States,94109.0
1007,MW-8235,Mitch Willingham,Corporate,Cairo,Al Qahirah,Egypt,
1008,BP-11050,Barry Pond,Corporate,San Salvador,San Salvador,El Salvador,7060.0
1009,RC-19960,Ryan Crowe,Consumer,Timaru,England,United States,43229.0
1010,PN-8775,Parhena Norris,Home Office,Bouake,Haute-Matsiatra,Cote d'Ivoire,
1011,CB-12535,Claudia Bergmann,Corporate,Kiel,Schleswig-Holstein,United States,38671.0
1012,LR-7035,Lisa Ryan,Corporate,Antananarivo,Analamanga,Morocco,
1013,JG-5160,James Galang,Consumer,Port Harcourt,Rivers,Nigeria,
1014,SC-10845,Sung Chung,Consumer,Nouakchott,Nouakchott,Mauritania,
1015,DK-13225,Dean Katz,Corporate,Philadelphia,California,United States,19140.0
1016,CG-2520,Claire Gute,Consumer,Funtua,Jerusalem,Nigeria,
1017,RS-19870,Roy Skaria,Home Office,Jodhpur,New South Wales,France,52601.0
1018,DK-2835,Damala Kotsonis,Corporate,Galati,Galati,Iraq,
1019,CM-2385,Christopher Martinez,Consumer,Quelimane,Zambezia,Mozambique,
1020,JE-5745,Joel Eaton,Consumer,Jizzakh,Jizzakh,Czech Republic,
1021,CA-1965,Carol Adams,Corporate,Ploiesti,Prahova,Romania,
