customer_id,customer_name,segment,country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Label
DS-3180,David Smith,Corporate,Algeria,72,2,180.1,2,1,1,211,Lost Customers,1,Low-Value Occasional
DV-13045,Darrin Van Huff,Corporate,Indonesia,20,24,17932.91,4,4,5,445,Champions,0,High-Value Customers
DV-13465,Dianna Vittorini,Consumer,El Salvador,30,20,12789.57,3,3,4,334,Loyal Customers,2,Mid-Value Active
DV-3045,Darrin Van Huff,Corporate,Ukraine,34,11,4514.5,3,3,3,333,Loyal Customers,1,Low-Value Occasional
DV-3465,Dianna Vittorini,Consumer,Iraq,14,5,4037.82,4,1,3,413,New Customers,1,Low-Value Occasional
DW-13195,David Wiener,Corporate,India,7,24,9624.36,5,4,3,543,Loyal Customers,2,Mid-Value Active
DW-13480,Dianna Wilson,Home Office,Australia,66,22,15863.2,2,4,5,245,At Risk,2,Mid-Value Active
DW-13540,Don Weiss,Consumer,Malaysia,13,17,13050.11,5,3,4,534,Loyal Customers,2,Mid-Value Active
DW-13585,Dorothy Wardle,Corporate,Japan,6,36,12096.57,5,5,4,554,Champions,0,High-Value Customers
DW-3195,David Wiener,Corporate,Iraq,1148,3,1210.15,1,1,1,111,Lost Customers,3,Inactive/Churned
DW-3480,Dianna Wilson,Home Office,Ukraine,56,12,7107.040000000001,2,3,3,233,At Risk,1,Low-Value Occasional
DW-3540,Don Weiss,Consumer,Yemen,920,3,1131.67,1,1,1,111,Lost Customers,3,Inactive/Churned
DW-3585,Dorothy Wardle,Corporate,Morocco,29,3,427.54,4,1,1,411,New Customers,1,Low-Value Occasional
Dl-13600,Dorris liebe,Corporate,France,6,18,11763.58,5,3,4,534,Loyal Customers,2,Mid-Value Active
Dl-3600,Dorris liebe,Corporate,Iraq,112,10,2799.73,2,3,2,232,At Risk,1,Low-Value Occasional
Dp-13240,Dean percer,Home Office,China,19,27,22209.93,4,5,5,455,Champions,0,High-Value Customers
Dp-3240,Dean percer,Home Office,Democratic Republic of the Congo,26,6,597.15,4,2,1,421,New Customers,1,Low-Value Occasional
EA-14035,Erin Ashbrook,Corporate,Mexico,94,29,11226.07,2,5,4,254,At Risk,2,Mid-Value Active
EA-4035,Erin Ashbrook,Corporate,Turkey,166,3,131.81,1,1,1,111,Lost Customers,1,Low-Value Occasional
EB-13705,Ed Braxton,Corporate,Brazil,49,28,12132.67,3,5,4,354,Loyal Customers,2,Mid-Value Active
EB-13750,Edward Becker,Corporate,Singapore,33,20,8448.92,3,3,3,333,Loyal Customers,2,Mid-Value Active
EB-13840,Ellis Ballard,Corporate,France,3,24,20053.75,5,4,5,545,Champions,0,High-Value Customers
EB-13870,Emily Burns,Consumer,Indonesia,16,17,6745.52,4,3,3,433,Loyal Customers,2,Mid-Value Active
EB-13930,Eric Barreto,Consumer,Indonesia,20,18,9511.13,4,3,3,433,Loyal Customers,2,Mid-Value Active
EB-13975,Erica Bern,Corporate,Brazil,1,30,13313.64,5,5,4,554,Champions,2,Mid-Value Active
EB-14110,Eugene Barchas,Consumer,Germany,36,22,13559.5,3,4,4,344,Loyal Customers,2,Mid-Value Active
EB-14170,Evan Bailliet,Consumer,Italy,20,20,6693.58,4,3,3,433,Loyal Customers,2,Mid-Value Active
EB-3705,Ed Braxton,Corporate,Libya,399,3,3141.63,1,1,2,112,Lost Customers,3,Inactive/Churned
EB-3750,Edward Becker,Corporate,Bosnia and Herzegovina,185,5,800.76,1,1,1,111,Lost Customers,1,Low-Value Occasional
EB-3840,Ellis Ballard,Corporate,Canada,44,4,1775.9,3,1,2,312,Potential Loyalists,1,Low-Value Occasional
EB-3870,Emily Burns,Consumer,Turkey,498,3,149.73000000000002,1,1,1,111,Lost Customers,3,Inactive/Churned
EB-3930,Eric Barreto,Consumer,Ukraine,8,9,2386.81,5,3,2,532,Potential Loyalists,1,Low-Value Occasional
EB-3975,Erica Bern,Corporate,Senegal,36,7,2549.7000000000003,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
EB-4110,Eugene Barchas,Consumer,Mali,21,7,2365.06,4,2,2,422,New Customers,1,Low-Value Occasional
EB-4170,Evan Bailliet,Consumer,Morocco,55,5,1255.05,3,1,1,311,Others,1,Low-Value Occasional
EC-14050,Erin Creighton,Consumer,India,54,17,4389.23,3,3,3,333,Loyal Customers,2,Mid-Value Active
EC-4050,Erin Creighton,Consumer,Niger,163,6,2222.5,1,2,2,122,Lost Customers,1,Low-Value Occasional
ED-13885,Emily Ducich,Home Office,Vietnam,16,30,17906.54,4,5,5,455,Champions,0,High-Value Customers
ED-3885,Emily Ducich,Home Office,Nigeria,57,7,455.43,2,2,1,221,Lost Customers,1,Low-Value Occasional
EG-13900,Emily Grady,Consumer,France,23,20,16532.05,4,3,5,435,Loyal Customers,2,Mid-Value Active
EG-3900,Emily Grady,Consumer,Algeria,52,10,6509.77,3,3,3,333,Loyal Customers,1,Low-Value Occasional
EH-13765,Edward Hooks,Corporate,United States,3,28,20160.18,5,5,5,555,Champions,0,High-Value Customers
EH-13945,Eric Hoffmann,Consumer,Italy,58,26,7781.5,2,5,3,253,At Risk,2,Mid-Value Active
EH-13990,Erica Hackney,Consumer,India,45,22,8682.49,3,4,3,343,Loyal Customers,2,Mid-Value Active
EH-14005,Erica Hernandez,Home Office,Spain,3,27,10269.87,5,5,4,554,Champions,2,Mid-Value Active
EH-14125,Eugene Hildebrand,Home Office,France,125,29,17323.56,2,5,5,255,At Risk,0,High-Value Customers
EH-14185,Evan Henry,Consumer,Germany,68,28,12761.07,2,5,4,254,At Risk,2,Mid-Value Active
EH-3765,Edward Hooks,Corporate,Turkey,129,8,978.5,2,3,1,231,At Risk,1,Low-Value Occasional
EH-3945,Eric Hoffmann,Consumer,South Africa,112,8,2429.88,2,3,2,232,At Risk,1,Low-Value Occasional
EH-3990,Erica Hackney,Consumer,Democratic Republic of the Congo,34,6,646.68,3,2,1,321,Others,1,Low-Value Occasional
EH-4005,Erica Hernandez,Home Office,Senegal,197,5,2603.75,1,1,2,112,Lost Customers,1,Low-Value Occasional
EH-4125,Eugene Hildebrand,Home Office,Hungary,63,10,4911.67,2,3,3,233,At Risk,1,Low-Value Occasional
EH-4185,Evan Henry,Consumer,Iraq,122,8,3490.53,2,3,3,233,At Risk,1,Low-Value Occasional
EJ-13720,Ed Jacobs,Consumer,Singapore,51,21,8879.59,3,4,3,343,Loyal Customers,2,Mid-Value Active
EJ-14155,Eva Jacobs,Consumer,Cuba,28,22,12233.5,4,4,4,444,Champions,2,Mid-Value Active
EJ-3720,Ed Jacobs,Consumer,Iran,157,7,1724.08,1,2,2,122,Lost Customers,1,Low-Value Occasional
EJ-4155,Eva Jacobs,Consumer,Saudi Arabia,23,4,2605.59,4,1,2,412,New Customers,1,Low-Value Occasional
EK-13795,Eileen Kiefer,Home Office,United States,93,13,5491.97,2,3,3,233,At Risk,1,Low-Value Occasional
EK-3795,Eileen Kiefer,Home Office,Syria,213,6,1524.67,1,2,2,122,Lost Customers,1,Low-Value Occasional
EL-13735,Ed Ludwig,Home Office,Australia,54,23,10496.48,3,4,4,344,Loyal Customers,2,Mid-Value Active
EL-3735,Ed Ludwig,Home Office,Uzbekistan,27,10,3642.48,4,3,3,433,Loyal Customers,1,Low-Value Occasional
EM-13810,Eleni McCrary,Corporate,United States,79,21,13450.19,2,4,4,244,At Risk,2,Mid-Value Active
EM-13825,Elizabeth Moffitt,Corporate,Japan,56,24,14069.95,2,4,4,244,At Risk,2,Mid-Value Active
EM-13960,Eric Murdock,Consumer,India,3,35,25165.89,5,5,5,555,Champions,0,High-Value Customers
EM-14065,Erin Mull,Consumer,Germany,17,14,11850.87,4,3,4,434,Loyal Customers,2,Mid-Value Active
EM-14095,Eudokia Martin,Corporate,France,9,17,10835.2,5,3,4,534,Loyal Customers,2,Mid-Value Active
EM-14140,Eugene Moren,Home Office,United States,25,29,21429.37,4,5,5,455,Champions,0,High-Value Customers
EM-14200,Evan Minnotte,Home Office,Mexico,42,20,17046.2,3,3,5,335,Loyal Customers,0,High-Value Customers
EM-3810,Eleni McCrary,Corporate,Ukraine,59,5,1013.55,2,1,1,211,Lost Customers,1,Low-Value Occasional
EM-3825,Elizabeth Moffitt,Corporate,Iraq,483,5,323.27,1,1,1,111,Lost Customers,3,Inactive/Churned
EM-3960,Eric Murdock,Consumer,Morocco,239,7,2819.34,1,2,2,122,Lost Customers,1,Low-Value Occasional
EM-4065,Erin Mull,Consumer,Cameroon,53,9,3138.33,3,3,2,332,Potential Loyalists,1,Low-Value Occasional
EM-4095,Eudokia Martin,Corporate,Romania,267,8,2778.88,1,3,2,132,At Risk,1,Low-Value Occasional
EM-4140,Eugene Moren,Home Office,Iran,94,4,1754.68,2,1,2,212,Lost Customers,1,Low-Value Occasional
EM-4200,Evan Minnotte,Home Office,Morocco,152,4,2585.9,1,1,2,112,Lost Customers,1,Low-Value Occasional
EN-13780,Edward Nazzal,Consumer,United States,15,20,6308.04,4,3,3,433,Loyal Customers,2,Mid-Value Active
EN-3780,Edward Nazzal,Consumer,Russia,206,7,714.73,1,2,1,121,Lost Customers,1,Low-Value Occasional
EP-13915,Emily Phan,Consumer,Indonesia,18,31,16114.67,4,5,5,455,Champions,0,High-Value Customers
EP-3915,Emily Phan,Consumer,Angola,76,3,481.47,2,1,1,211,Lost Customers,1,Low-Value Occasional
ER-13855,Elpida Rittenbach,Corporate,United States,70,18,13377.55,2,3,4,234,At Risk,2,Mid-Value Active
ER-3855,Elpida Rittenbach,Corporate,Hungary,54,7,3727.3,3,2,3,323,Potential Loyalists,1,Low-Value Occasional
ES-14020,Erica Smith,Consumer,Spain,1,30,12762.65,5,5,4,554,Champions,2,Mid-Value Active
ES-14080,Erin Smith,Corporate,China,29,24,16203.79,4,4,5,445,Champions,0,High-Value Customers
ES-4020,Erica Smith,Consumer,Canada,29,7,1830.9,4,2,2,422,New Customers,1,Low-Value Occasional
ES-4080,Erin Smith,Corporate,Morocco,146,9,1888.19,1,3,2,132,At Risk,1,Low-Value Occasional
FA-14230,Frank Atkinson,Corporate,Germany,23,26,13319.39,4,5,4,454,Champions,2,Mid-Value Active
FA-4230,Frank Atkinson,Corporate,Ukraine,342,3,780.69,1,1,1,111,Lost Customers,3,Inactive/Churned
FC-14245,Frank Carlisle,Home Office,Colombia,43,23,10845.99,3,4,4,344,Loyal Customers,2,Mid-Value Active
FC-14335,Fred Chung,Corporate,Australia,108,20,8689.16,2,3,3,233,At Risk,2,Mid-Value Active
FC-4245,Frank Carlisle,Home Office,South Sudan,492,6,1540.64,1,2,2,122,Lost Customers,3,Inactive/Churned
FC-4335,Fred Chung,Corporate,Iran,111,4,521.16,2,1,1,211,Lost Customers,1,Low-Value Occasional
FG-14260,Frank Gastineau,Home Office,France,35,17,9364.78,3,3,3,333,Loyal Customers,2,Mid-Value Active
FG-4260,Frank Gastineau,Home Office,Turkey,111,6,265.08,2,2,1,221,Lost Customers,1,Low-Value Occasional
FH-14275,Frank Hawley,Corporate,Indonesia,5,20,13535.15,5,3,4,534,Loyal Customers,2,Mid-Value Active
FH-14350,Fred Harton,Consumer,United Kingdom,2,18,10576.7,5,3,4,534,Loyal Customers,2,Mid-Value Active
FH-14365,Fred Hopkins,Corporate,United States,2,29,27591.12,5,5,5,555,Champions,0,High-Value Customers
FH-4275,Frank Hawley,Corporate,Zambia,262,2,79.28999999999999,1,1,1,111,Lost Customers,1,Low-Value Occasional
FH-4350,Fred Harton,Consumer,Turkey,15,3,110.48,4,1,1,411,New Customers,1,Low-Value Occasional
FH-4365,Fred Hopkins,Corporate,Saudi Arabia,167,8,2731.66,1,3,2,132,At Risk,1,Low-Value Occasional
FM-14215,Filia McAdams,Corporate,Guatemala,8,28,14207.29,5,5,5,555,Champions,0,High-Value Customers
FM-14290,Frank Merwin,Home Office,Jamaica,37,27,14092.13,3,5,5,355,Loyal Customers,2,Mid-Value Active
FM-14380,Fred McMath,Consumer,China,146,21,6562.59,1,4,3,143,At Risk,2,Mid-Value Active
FM-4215,Filia McAdams,Corporate,Morocco,97,5,2881.35,2,2,2,222,Lost Customers,1,Low-Value Occasional
FM-4290,Frank Merwin,Home Office,Poland,3,8,1969.48,5,3,2,532,Potential Loyalists,1,Low-Value Occasional
FM-4380,Fred McMath,Consumer,Kazakhstan,106,5,791.28,2,2,1,221,Lost Customers,1,Low-Value Occasional
FO-14305,Frank Olsen,Consumer,France,23,35,15514.04,4,5,5,455,Champions,0,High-Value Customers
FO-4305,Frank Olsen,Consumer,Russia,52,9,2129.23,3,3,2,332,Potential Loyalists,1,Low-Value Occasional
FP-14320,Frank Preis,Consumer,Australia,24,25,9833.81,4,4,4,444,Champions,2,Mid-Value Active
FP-4320,Frank Preis,Consumer,Uzbekistan,28,5,816.5799999999999,4,2,1,421,New Customers,1,Low-Value Occasional
FW-14395,Fred Wasserman,Corporate,France,64,26,16774.14,2,5,5,255,At Risk,0,High-Value Customers
FW-4395,Fred Wasserman,Corporate,Cameroon,1,8,1212.33,5,3,1,531,Others,1,Low-Value Occasional
GA-14515,George Ashbrook,Consumer,Australia,23,21,12447.46,4,4,4,444,Champions,2,Mid-Value Active
GA-14725,Guy Armstrong,Consumer,China,3,23,8659.55,5,4,3,543,Loyal Customers,2,Mid-Value Active
GA-4515,George Ashbrook,Consumer,Albania,118,6,1314.04,2,2,1,221,Lost Customers,1,Low-Value Occasional
GA-4725,Guy Armstrong,Consumer,Jordan,71,4,1422.16,2,1,2,212,Lost Customers,1,Low-Value Occasional
GB-14530,George Bell,Corporate,Australia,34,23,11494.73,3,4,4,344,Loyal Customers,2,Mid-Value Active
GB-14575,Giulietta Baptist,Consumer,United States,14,22,10647.52,4,4,4,444,Champions,2,Mid-Value Active
GB-4530,George Bell,Corporate,Austria,114,5,525.9,2,2,1,221,Lost Customers,1,Low-Value Occasional
GB-4575,Giulietta Baptist,Consumer,South Africa,210,6,1811.53,1,2,2,122,Lost Customers,1,Low-Value Occasional
GD-14590,Giulietta Dortch,Corporate,Australia,13,25,17885.4,5,4,5,545,Champions,0,High-Value Customers
GD-4590,Giulietta Dortch,Corporate,Bulgaria,353,4,694.03,1,1,1,111,Lost Customers,3,Inactive/Churned
GG-14650,Greg Guthrie,Corporate,France,34,27,12805.97,3,5,4,354,Loyal Customers,2,Mid-Value Active
GG-4650,Greg Guthrie,Corporate,Russia,124,4,989.13,2,1,1,211,Lost Customers,1,Low-Value Occasional
GH-14410,Gary Hansen,Home Office,Spain,21,35,13526.86,4,5,4,454,Champions,0,High-Value Customers
GH-14425,Gary Hwang,Consumer,China,19,29,19870.1,4,5,5,455,Champions,0,High-Value Customers
GH-14485,Gene Hale,Corporate,United States,52,21,14683.38,3,4,5,345,Loyal Customers,2,Mid-Value Active
GH-14665,Greg Hansen,Consumer,China,3,29,12921.44,5,5,4,554,Champions,2,Mid-Value Active
GH-4410,Gary Hansen,Home Office,Morocco,298,8,1582.14,1,3,2,132,At Risk,3,Inactive/Churned
GH-4425,Gary Hwang,Consumer,Morocco,22,10,4525.64,4,3,3,433,Loyal Customers,1,Low-Value Occasional
GH-4485,Gene Hale,Corporate,Canada,86,4,766.48,2,1,1,211,Lost Customers,1,Low-Value Occasional
GH-4665,Greg Hansen,Consumer,Romania,2,8,1061.35,5,3,1,531,Others,1,Low-Value Occasional
GK-14620,Grace Kelly,Corporate,United States,13,22,19085.59,5,4,5,545,Champions,0,High-Value Customers
GK-4620,Grace Kelly,Corporate,Morocco,101,4,751.97,2,1,1,211,Lost Customers,1,Low-Value Occasional
GM-14440,Gary McGarr,Consumer,Ecuador,20,25,15756.33,4,4,5,445,Champions,0,High-Value Customers
GM-14455,Gary Mitchum,Home Office,Afghanistan,17,17,10411.31,4,3,4,434,Loyal Customers,2,Mid-Value Active
GM-14500,Gene McClure,Consumer,Nicaragua,133,19,6635.360000000001,2,3,3,233,At Risk,2,Mid-Value Active
GM-14680,Greg Matthias,Consumer,Netherlands,2,30,11925.93,5,5,4,554,Champions,2,Mid-Value Active
GM-14695,Greg Maxwell,Corporate,United States,48,18,14352.13,3,3,5,335,Loyal Customers,2,Mid-Value Active
GM-4440,Gary McGarr,Consumer,Egypt,2,7,724.37,5,2,1,521,New Customers,1,Low-Value Occasional
GM-4455,Gary Mitchum,Home Office,Turkey,209,3,471.83,1,1,1,111,Lost Customers,1,Low-Value Occasional
GM-4500,Gene McClure,Consumer,Angola,105,5,4284.6900000000005,2,2,3,223,Hibernating,1,Low-Value Occasional
GM-4680,Greg Matthias,Consumer,Kyrgyzstan,73,6,1586.14,2,2,2,222,Lost Customers,1,Low-Value Occasional
GM-4695,Greg Maxwell,Corporate,Morocco,223,7,756.1899999999999,1,2,1,121,Lost Customers,1,Low-Value Occasional
GP-14740,Guy Phonely,Corporate,India,2,24,10775.17,5,4,4,544,Champions,2,Mid-Value Active
GP-4740,Guy Phonely,Corporate,Morocco,152,8,4579.83,1,3,3,133,At Risk,1,Low-Value Occasional
GR-14560,Georgia Rosenberg,Corporate,Mexico,50,23,8810.07,3,4,3,343,Loyal Customers,2,Mid-Value Active
GR-4560,Georgia Rosenberg,Corporate,Lesotho,154,6,4949.61,1,2,3,123,Hibernating,1,Low-Value Occasional
GT-14635,Grant Thornton,Corporate,United States,57,20,19060.26,2,3,5,235,At Risk,0,High-Value Customers
GT-14710,Greg Tran,Consumer,United Kingdom,9,28,33465.590000000004,5,5,5,555,Champions,0,High-Value Customers
GT-14755,Guy Thornton,Consumer,Mexico,35,23,5552.23,3,4,3,343,Loyal Customers,2,Mid-Value Active
GT-4635,Grant Thornton,Corporate,Libya,10,6,1131.03,5,2,1,521,New Customers,1,Low-Value Occasional
GT-4710,Greg Tran,Consumer,Russia,56,4,1039.53,2,1,1,211,Lost Customers,1,Low-Value Occasional
GT-4755,Guy Thornton,Consumer,Democratic Republic of the Congo,1,7,3426.39,5,2,3,523,New Customers,1,Low-Value Occasional
GW-14605,Giulietta Weimer,Consumer,China,19,25,15615.61,4,4,5,445,Champions,0,High-Value Customers
GW-4605,Giulietta Weimer,Consumer,Russia,15,7,1796.81,4,2,2,422,New Customers,1,Low-Value Occasional
GZ-14470,Gary Zandusky,Consumer,Italy,8,33,20814.38,5,5,5,555,Champions,0,High-Value Customers
GZ-14545,George Zrebassa,Corporate,France,77,23,11579.03,2,4,4,244,At Risk,2,Mid-Value Active
GZ-4470,Gary Zandusky,Consumer,Democratic Republic of the Congo,148,8,3831.06,1,3,3,133,At Risk,1,Low-Value Occasional
GZ-4545,George Zrebassa,Corporate,Russia,31,6,3694.65,3,2,3,323,Potential Loyalists,1,Low-Value Occasional
HA-14905,Helen Abelman,Consumer,Philippines,70,22,15765.34,2,4,5,245,At Risk,2,Mid-Value Active
HA-14920,Helen Andreada,Consumer,China,31,24,9643.87,3,4,3,343,Loyal Customers,2,Mid-Value Active
HA-4905,Helen Abelman,Consumer,Iran,14,3,1082.12,4,1,1,411,New Customers,1,Low-Value Occasional
HA-4920,Helen Andreada,Consumer,Israel,91,6,670.67,2,2,1,221,Lost Customers,1,Low-Value Occasional
HD-14785,Harold Dahlen,Home Office,Germany,43,28,16590.2,3,5,5,355,Loyal Customers,0,High-Value Customers
HD-4785,Harold Dahlen,Home Office,South Africa,107,7,3302.6,2,2,3,223,Hibernating,1,Low-Value Occasional
HE-14800,Harold Engle,Corporate,Brazil,7,26,9764.58,5,5,4,554,Champions,2,Mid-Value Active
HE-4800,Harold Engle,Corporate,Romania,62,6,986.53,2,2,1,221,Lost Customers,1,Low-Value Occasional
HF-14995,Herbert Flentye,Consumer,France,15,26,9586.03,4,5,3,453,Loyal Customers,2,Mid-Value Active
HF-4995,Herbert Flentye,Consumer,Turkey,391,8,2081.04,1,3,2,132,At Risk,3,Inactive/Churned
HG-14845,Harry Greene,Consumer,France,13,28,21036.88,5,5,5,555,Champions,0,High-Value Customers
HG-14965,Henry Goldwyn,Corporate,Pakistan,24,31,16749.6,4,5,5,455,Champions,0,High-Value Customers
HG-15025,Hunter Glantz,Consumer,Indonesia,7,28,14571.79,5,5,5,555,Champions,0,High-Value Customers
HG-4845,Harry Greene,Consumer,Ukraine,142,9,2987.9,2,3,2,232,At Risk,1,Low-Value Occasional
HG-4965,Henry Goldwyn,Corporate,Canada,100,3,315.39,2,1,1,211,Lost Customers,1,Low-Value Occasional
HG-5025,Hunter Glantz,Consumer,Egypt,474,5,1437.47,1,2,2,122,Lost Customers,3,Inactive/Churned
HH-15010,Hilary Holden,Corporate,India,55,23,13684.3,3,4,4,344,Loyal Customers,2,Mid-Value Active
HH-5010,Hilary Holden,Corporate,Tanzania,197,3,1497.57,1,1,2,112,Lost Customers,1,Low-Value Occasional
HJ-14875,Heather Jas,Home Office,China,6,30,14295.54,5,5,5,555,Champions,0,High-Value Customers
HJ-4875,Heather Jas,Home Office,Saudi Arabia,311,5,1092.03,1,2,1,121,Lost Customers,3,Inactive/Churned
HK-14890,Heather Kirkland,Corporate,France,44,25,13843.74,3,4,4,344,Loyal Customers,2,Mid-Value Active
HK-4890,Heather Kirkland,Corporate,Ukraine,57,6,1656.97,2,2,2,222,Lost Customers,1,Low-Value Occasional
HL-15040,Hunter Lopez,Consumer,Australia,31,20,29368.47,3,3,5,335,Loyal Customers,0,High-Value Customers
HL-5040,Hunter Lopez,Consumer,Saudi Arabia,189,3,575.88,1,1,1,111,Lost Customers,1,Low-Value Occasional
HM-14860,Harry Marie,Corporate,United States,2,34,27339.44,5,5,5,555,Champions,0,High-Value Customers
HM-14980,Henry MacAllister,Consumer,United States,26,28,12666.49,4,5,4,454,Champions,2,Mid-Value Active
HM-4860,Harry Marie,Corporate,Romania,35,4,1030.2,3,1,1,311,Others,1,Low-Value Occasional
HM-4980,Henry MacAllister,Consumer,Democratic Republic of the Congo,465,4,4401.18,1,1,3,113,Others,3,Inactive/Churned
HP-14815,Harold Pawlan,Home Office,United States,31,22,7285.51,3,4,3,343,Loyal Customers,2,Mid-Value Active
HP-4815,Harold Pawlan,Home Office,Democratic Republic of the Congo,64,5,1196.69,2,2,1,221,Lost Customers,1,Low-Value Occasional
HR-14770,Hallie Redmond,Home Office,Philippines,42,14,10982.38,3,3,4,334,Loyal Customers,2,Mid-Value Active
HR-14830,Harold Ryan,Corporate,United States,52,20,9561.27,3,3,3,333,Loyal Customers,2,Mid-Value Active
HR-4770,Hallie Redmond,Home Office,Saudi Arabia,188,8,4505.62,1,3,3,133,At Risk,1,Low-Value Occasional
HR-4830,Harold Ryan,Corporate,Algeria,149,2,375.71,1,1,1,111,Lost Customers,1,Low-Value Occasional
HW-14935,Helen Wasserman,Corporate,France,35,28,17162.42,3,5,5,355,Loyal Customers,0,High-Value Customers
HW-4935,Helen Wasserman,Corporate,Belarus,57,6,1115.9,2,2,1,221,Lost Customers,1,Low-Value Occasional
HZ-14950,Henia Zydlo,Consumer,France,36,21,9614.72,3,4,3,343,Loyal Customers,2,Mid-Value Active
HZ-4950,Henia Zydlo,Consumer,Angola,209,5,2784.61,1,2,2,122,Lost Customers,1,Low-Value Occasional
IG-15085,Ivan Gibson,Consumer,France,14,25,10172.83,4,4,4,444,Champions,2,Mid-Value Active
IG-5085,Ivan Gibson,Consumer,Egypt,2,11,5752.57,5,3,3,533,Loyal Customers,1,Low-Value Occasional
IL-15100,Ivan Liston,Consumer,United States,117,24,11645.47,2,4,4,244,At Risk,2,Mid-Value Active
IL-5100,Ivan Liston,Consumer,Iraq,164,7,1048.9,1,2,1,121,Lost Customers,1,Low-Value Occasional
IM-15055,Ionia McGrath,Consumer,United States,16,12,5041.67,4,3,3,433,Loyal Customers,1,Low-Value Occasional
IM-15070,Irene Maddox,Consumer,Indonesia,41,26,17813.2,3,5,5,355,Loyal Customers,0,High-Value Customers
IM-5055,Ionia McGrath,Consumer,Republic of the Congo,20,5,4308.78,4,2,3,423,New Customers,1,Low-Value Occasional
IM-5070,Irene Maddox,Consumer,Iran,51,6,2016.77,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
JA-15970,Joseph Airdo,Consumer,United States,1,24,16967.49,5,4,5,545,Champions,0,High-Value Customers
JA-5970,Joseph Airdo,Consumer,Gabon,1,5,1011.2,5,2,1,521,New Customers,1,Low-Value Occasional
JB-15400,Jennifer Braxton,Corporate,Guatemala,44,33,12877.25,3,5,4,354,Loyal Customers,0,High-Value Customers
JB-15925,Joni Blumstein,Consumer,Germany,10,19,12248.88,5,3,4,534,Loyal Customers,2,Mid-Value Active
JB-16000,Joy Bell-,Consumer,Indonesia,2,31,22018.38,5,5,5,555,Champions,0,High-Value Customers
JB-16045,Julia Barnett,Home Office,Chile,1,24,13829.88,5,4,4,544,Champions,2,Mid-Value Active
JB-5400,Jennifer Braxton,Corporate,South Africa,83,7,2149.83,2,2,2,222,Lost Customers,1,Low-Value Occasional
JB-5925,Joni Blumstein,Consumer,Albania,23,6,998.17,4,2,1,421,New Customers,1,Low-Value Occasional
JB-6000,Joy Bell-,Consumer,Saudi Arabia,175,6,1853.47,1,2,2,122,Lost Customers,1,Low-Value Occasional
JB-6045,Julia Barnett,Home Office,Ukraine,29,10,3235.65,4,3,3,433,Loyal Customers,1,Low-Value Occasional
JC-15340,Jasper Cacioppo,Consumer,France,35,26,17660.48,3,5,5,355,Loyal Customers,0,High-Value Customers
JC-15385,Jenna Caffey,Consumer,United Kingdom,9,25,12773.98,5,4,4,544,Champions,2,Mid-Value Active
JC-15775,John Castell,Consumer,Australia,2,23,10280.71,5,4,4,544,Champions,2,Mid-Value Active
JC-16105,Julie Creighton,Corporate,Australia,69,27,11025.63,2,5,4,254,At Risk,2,Mid-Value Active
JC-5340,Jasper Cacioppo,Consumer,Niger,143,4,573.25,2,1,1,211,Lost Customers,1,Low-Value Occasional
JC-5385,Jenna Caffey,Consumer,Iran,16,9,3150.82,4,3,3,433,Loyal Customers,1,Low-Value Occasional
JC-5775,John Castell,Consumer,Ukraine,14,4,1679.13,4,1,2,412,New Customers,1,Low-Value Occasional
JC-6105,Julie Creighton,Corporate,Lithuania,103,6,3905.91,2,2,3,223,Hibernating,1,Low-Value Occasional
JD-15790,John Dryer,Consumer,Indonesia,16,23,10190.61,4,4,4,444,Champions,2,Mid-Value Active
JD-15895,Jonathan Doherty,Corporate,United States,7,30,16464.62,5,5,5,555,Champions,0,High-Value Customers
JD-16015,Joy Daniels,Consumer,Guatemala,49,23,8544.4,3,4,3,343,Loyal Customers,2,Mid-Value Active
JD-16060,Julia Dunbar,Consumer,Spain,66,18,7619.86,2,3,3,233,At Risk,2,Mid-Value Active
JD-16150,Justin Deggeller,Corporate,United Kingdom,1,28,18261.45,5,5,5,555,Champions,0,High-Value Customers
JD-5790,John Dryer,Consumer,Tanzania,698,4,1316.65,1,1,1,111,Lost Customers,3,Inactive/Churned
JD-5895,Jonathan Doherty,Corporate,Canada,3,6,2654.61,5,2,2,522,New Customers,1,Low-Value Occasional
JD-6015,Joy Daniels,Consumer,Nigeria,43,7,2649.3,3,2,2,322,Potential Loyalists,1,Low-Value Occasional
JD-6060,Julia Dunbar,Consumer,Ghana,141,6,3471.05,2,2,3,223,Hibernating,1,Low-Value Occasional
JD-6150,Justin Deggeller,Corporate,South Africa,22,6,5316.06,4,2,3,423,New Customers,1,Low-Value Occasional
JE-15475,Jeremy Ellison,Consumer,Japan,36,22,5119.81,3,4,3,343,Loyal Customers,2,Mid-Value Active
JE-15610,Jim Epp,Corporate,United States,43,23,13111.0,3,4,4,344,Loyal Customers,2,Mid-Value Active
JE-15715,Joe Elijah,Consumer,United States,50,32,22034.92,3,5,5,355,Loyal Customers,0,High-Value Customers
JE-15745,Joel Eaton,Consumer,United States,33,34,19382.2,3,5,5,355,Loyal Customers,0,High-Value Customers
